instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,is_holiday,is_weekday
233,2011-01-10,1,0,1,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,23.0,Weekday,weekday
234,2011-01-11,1,0,1,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,0.0,Weekday,holiday
235,2011-01-11,1,0,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,1.0,Weekday,holiday
236,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,2.0,Weekday,holiday
237,2011-01-11,1,0,1,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,5.0,Weekday,holiday
238,2011-01-11,1,0,1,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,6.0,Weekday,holiday
239,2011-01-11,1,0,1,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,7.0,Weekday,holiday
240,2011-01-11,1,0,1,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,8.0,Weekday,holiday
241,2011-01-11,1,0,1,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,9.0,Weekday,holiday
242,2011-01-11,1,0,1,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,10.0,Weekday,holiday
243,2011-01-11,1,0,1,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,11.0,Weekday,holiday
244,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,12.0,Weekday,holiday
245,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,13.0,Weekday,holiday
246,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,14.0,Weekday,holiday
247,2011-01-11,1,0,1,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,15.0,Weekday,holiday
248,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,16.0,Weekday,holiday
249,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,17.0,Weekday,holiday
250,2011-01-11,1,0,1,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,18.0,Weekday,holiday
251,2011-01-11,1,0,1,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,19.0,Weekday,holiday
252,2011-01-11,1,0,1,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,20.0,Weekday,holiday
253,2011-01-11,1,0,1,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,21.0,Weekday,holiday
254,2011-01-11,1,0,1,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,22.0,Weekday,holiday
255,2011-01-11,1,0,1,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,23.0,Weekday,holiday
256,2011-01-12,1,0,1,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,0.0,Weekday,holiday
257,2011-01-12,1,0,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,1.0,Weekday,holiday
258,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,2.0,Weekday,holiday
259,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,5.0,Weekday,holiday
260,2011-01-12,1,0,1,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,6.0,Weekday,holiday
261,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,7.0,Weekday,holiday
262,2011-01-12,1,0,1,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,8.0,Weekday,holiday
263,2011-01-12,1,0,1,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,9.0,Weekday,holiday
264,2011-01-12,1,0,1,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,10.0,Weekday,holiday
265,2011-01-12,1,0,1,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,11.0,Weekday,holiday
266,2011-01-12,1,0,1,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,12.0,Weekday,holiday
267,2011-01-12,1,0,1,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,13.0,Weekday,holiday
268,2011-01-12,1,0,1,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,14.0,Weekday,holiday
269,2011-01-12,1,0,1,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,15.0,Weekday,holiday
270,2011-01-12,1,0,1,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,16.0,Weekday,holiday
271,2011-01-12,1,0,1,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,17.0,Weekday,holiday
272,2011-01-12,1,0,1,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,18.0,Weekday,holiday
273,2011-01-12,1,0,1,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,19.0,Weekday,holiday
274,2011-01-12,1,0,1,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,20.0,Weekday,holiday
275,2011-01-12,1,0,1,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,21.0,Weekday,holiday
276,2011-01-12,1,0,1,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,22.0,Weekday,holiday
277,2011-01-12,1,0,1,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,23.0,Weekday,holiday
278,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,0.0,Weekday,holiday
279,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,1.0,Weekday,holiday
280,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,2.0,Weekday,holiday
281,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,3.0,Weekday,holiday
282,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,4.0,Weekday,holiday
283,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,5.0,Weekday,holiday
284,2011-01-13,1,0,1,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,6.0,Weekday,holiday
285,2011-01-13,1,0,1,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,7.0,Weekday,holiday
286,2011-01-13,1,0,1,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,8.0,Weekday,holiday
287,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,9.0,Weekday,holiday
288,2011-01-13,1,0,1,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,10.0,Weekday,holiday
289,2011-01-13,1,0,1,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,11.0,Weekday,holiday
290,2011-01-13,1,0,1,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,12.0,Weekday,holiday
291,2011-01-13,1,0,1,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,13.0,Weekday,holiday
292,2011-01-13,1,0,1,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,14.0,Weekday,holiday
293,2011-01-13,1,0,1,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,15.0,Weekday,holiday
294,2011-01-13,1,0,1,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,16.0,Weekday,holiday
295,2011-01-13,1,0,1,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,17.0,Weekday,holiday
296,2011-01-13,1,0,1,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,18.0,Weekday,holiday
297,2011-01-13,1,0,1,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,19.0,Weekday,holiday
298,2011-01-13,1,0,1,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,20.0,Weekday,holiday
299,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,21.0,Weekday,holiday
300,2011-01-13,1,0,1,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,22.0,Weekday,holiday
301,2011-01-13,1,0,1,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,23.0,Weekday,holiday
302,2011-01-14,1,0,1,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,0.0,Weekday,holiday
303,2011-01-14,1,0,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,1.0,Weekday,holiday
304,2011-01-14,1,0,1,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,2.0,Weekday,holiday
305,2011-01-14,1,0,1,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,3.0,Weekday,holiday
306,2011-01-14,1,0,1,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,5.0,Weekday,holiday
307,2011-01-14,1,0,1,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,6.0,Weekday,holiday
308,2011-01-14,1,0,1,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,7.0,Weekday,holiday
309,2011-01-14,1,0,1,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,8.0,Weekday,holiday
310,2011-01-14,1,0,1,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,9.0,Weekday,holiday
311,2011-01-14,1,0,1,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,10.0,Weekday,holiday
312,2011-01-14,1,0,1,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,11.0,Weekday,holiday
313,2011-01-14,1,0,1,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,12.0,Weekday,holiday
314,2011-01-14,1,0,1,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,13.0,Weekday,holiday
315,2011-01-14,1,0,1,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,14.0,Weekday,holiday
316,2011-01-14,1,0,1,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,15.0,Weekday,holiday
317,2011-01-14,1,0,1,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,16.0,Weekday,holiday
318,2011-01-14,1,0,1,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,17.0,Weekday,holiday
319,2011-01-14,1,0,1,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,18.0,Weekday,holiday
320,2011-01-14,1,0,1,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,19.0,Weekday,holiday
321,2011-01-14,1,0,1,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,20.0,Weekday,holiday
322,2011-01-14,1,0,1,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,21.0,Weekday,holiday
323,2011-01-14,1,0,1,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,22.0,Weekday,holiday
324,2011-01-14,1,0,1,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,23.0,Weekday,holiday
325,2011-01-15,1,0,1,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,0.0,Weekday,holiday
326,2011-01-15,1,0,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,1.0,Weekday,holiday
327,2011-01-15,1,0,1,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,2.0,Weekday,holiday
328,2011-01-15,1,0,1,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,3.0,Weekday,holiday
329,2011-01-15,1,0,1,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,4.0,Weekday,holiday
330,2011-01-15,1,0,1,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,5.0,Weekday,holiday
331,2011-01-15,1,0,1,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,6.0,Weekday,holiday
332,2011-01-15,1,0,1,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,7.0,Weekday,holiday
333,2011-01-15,1,0,1,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,8.0,Weekday,holiday
334,2011-01-15,1,0,1,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,9.0,Weekday,holiday
335,2011-01-15,1,0,1,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,10.0,Weekday,holiday
336,2011-01-15,1,0,1,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,11.0,Weekday,holiday
337,2011-01-15,1,0,1,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,12.0,Weekday,holiday
338,2011-01-15,1,0,1,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,13.0,Weekday,holiday
339,2011-01-15,1,0,1,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,14.0,Weekday,holiday
340,2011-01-15,1,0,1,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,15.0,Weekday,holiday
341,2011-01-15,1,0,1,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,16.0,Weekday,holiday
342,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,17.0,Weekday,holiday
343,2011-01-15,1,0,1,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,18.0,Weekday,holiday
344,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,19.0,Weekday,holiday
345,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,20.0,Weekday,holiday
346,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,21.0,Weekday,holiday
347,2011-01-15,1,0,1,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,22.0,Weekday,holiday
348,2011-01-15,1,0,1,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,23.0,Weekday,holiday
349,2011-01-16,1,0,1,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,0.0,Weekday,holiday
350,2011-01-16,1,0,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,1.0,Weekday,holiday
351,2011-01-16,1,0,1,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,2.0,Weekday,holiday
352,2011-01-16,1,0,1,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,3.0,Weekday,holiday
353,2011-01-16,1,0,1,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,4.0,Weekday,holiday
354,2011-01-16,1,0,1,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,5.0,Weekday,holiday
355,2011-01-16,1,0,1,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,6.0,Weekday,holiday
356,2011-01-16,1,0,1,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,7.0,Weekday,holiday
357,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,8.0,Weekday,holiday
358,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,9.0,Weekday,holiday
359,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,10.0,Weekday,holiday
360,2011-01-16,1,0,1,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,11.0,Weekday,holiday
361,2011-01-16,1,0,1,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,12.0,Weekday,holiday
362,2011-01-16,1,0,1,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,13.0,Weekday,holiday
363,2011-01-16,1,0,1,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,14.0,Weekday,holiday
364,2011-01-16,1,0,1,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,15.0,Weekday,holiday
365,2011-01-16,1,0,1,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,16.0,Weekday,holiday
366,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,17.0,Weekday,holiday
367,2011-01-16,1,0,1,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,18.0,Weekday,holiday
368,2011-01-16,1,0,1,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,19.0,Weekday,holiday
369,2011-01-16,1,0,1,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,20.0,Weekday,holiday
370,2011-01-16,1,0,1,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,21.0,Weekday,holiday
371,2011-01-16,1,0,1,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,22.0,Weekday,holiday
372,2011-01-16,1,0,1,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,23.0,Weekday,holiday
373,2011-01-17,1,0,1,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,0.0,Holiday,weekday
374,2011-01-17,1,0,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,1.0,Holiday,weekday
375,2011-01-17,1,0,1,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,2.0,Holiday,weekday
376,2011-01-17,1,0,1,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,3.0,Holiday,weekday
377,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,4.0,Holiday,weekday
378,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,5.0,Holiday,weekday
379,2011-01-17,1,0,1,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,6.0,Holiday,weekday
380,2011-01-17,1,0,1,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,7.0,Holiday,weekday
381,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,8.0,Holiday,weekday
382,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,9.0,Holiday,weekday
383,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,10.0,Holiday,weekday
384,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,11.0,Holiday,weekday
385,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,12.0,Holiday,weekday
386,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,13.0,Holiday,weekday
387,2011-01-17,1,0,1,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,14.0,Holiday,weekday
388,2011-01-17,1,0,1,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,15.0,Holiday,weekday
389,2011-01-17,1,0,1,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,16.0,Holiday,weekday
390,2011-01-17,1,0,1,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,17.0,Holiday,weekday
391,2011-01-17,1,0,1,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,18.0,Holiday,weekday
392,2011-01-17,1,0,1,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,19.0,Holiday,weekday
393,2011-01-17,1,0,1,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,20.0,Holiday,weekday
394,2011-01-17,1,0,1,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,21.0,Holiday,weekday
395,2011-01-17,1,0,1,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,22.0,Holiday,weekday
396,2011-01-17,1,0,1,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,23.0,Holiday,weekday
397,2011-01-18,1,0,1,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,12.0,Weekday,holiday
398,2011-01-18,1,0,1,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,13.0,Weekday,holiday
399,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,14.0,Weekday,holiday
400,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,15.0,Weekday,holiday
401,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,16.0,Weekday,holiday
402,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,17.0,Weekday,holiday
403,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,18.0,Weekday,holiday
404,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,19.0,Weekday,holiday
405,2011-01-18,1,0,1,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,20.0,Weekday,holiday
406,2011-01-18,1,0,1,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,21.0,Weekday,holiday
407,2011-01-18,1,0,1,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,22.0,Weekday,holiday
408,2011-01-18,1,0,1,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,23.0,Weekday,holiday
409,2011-01-19,1,0,1,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,0.0,Weekday,holiday
410,2011-01-19,1,0,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,1.0,Weekday,holiday
411,2011-01-19,1,0,1,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,2.0,Weekday,holiday
412,2011-01-19,1,0,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,4.0,Weekday,holiday
413,2011-01-19,1,0,1,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,5.0,Weekday,holiday
414,2011-01-19,1,0,1,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,6.0,Weekday,holiday
415,2011-01-19,1,0,1,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,7.0,Weekday,holiday
416,2011-01-19,1,0,1,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,8.0,Weekday,holiday
417,2011-01-19,1,0,1,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,9.0,Weekday,holiday
418,2011-01-19,1,0,1,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,10.0,Weekday,holiday
419,2011-01-19,1,0,1,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,11.0,Weekday,holiday
420,2011-01-19,1,0,1,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,12.0,Weekday,holiday
421,2011-01-19,1,0,1,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,13.0,Weekday,holiday
422,2011-01-19,1,0,1,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,14.0,Weekday,holiday
423,2011-01-19,1,0,1,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,15.0,Weekday,holiday
424,2011-01-19,1,0,1,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,16.0,Weekday,holiday
425,2011-01-19,1,0,1,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,17.0,Weekday,holiday
426,2011-01-19,1,0,1,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,18.0,Weekday,holiday
427,2011-01-19,1,0,1,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,19.0,Weekday,holiday
428,2011-01-19,1,0,1,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,20.0,Weekday,holiday
429,2011-01-19,1,0,1,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,21.0,Weekday,holiday
430,2011-01-19,1,0,1,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,22.0,Weekday,holiday
431,2011-01-19,1,0,1,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,23.0,Weekday,holiday
432,2011-01-20,1,0,1,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,0.0,Weekday,holiday
433,2011-01-20,1,0,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,1.0,Weekday,holiday
434,2011-01-20,1,0,1,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,2.0,Weekday,holiday
435,2011-01-20,1,0,1,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,3.0,Weekday,holiday
436,2011-01-20,1,0,1,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,4.0,Weekday,holiday
437,2011-01-20,1,0,1,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,5.0,Weekday,holiday
438,2011-01-20,1,0,1,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,6.0,Weekday,holiday
439,2011-01-20,1,0,1,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,7.0,Weekday,holiday
440,2011-01-20,1,0,1,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,8.0,Weekday,holiday
441,2011-01-20,1,0,1,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,9.0,Weekday,holiday
442,2011-01-20,1,0,1,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,10.0,Weekday,holiday
443,2011-01-20,1,0,1,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,11.0,Weekday,holiday
444,2011-01-20,1,0,1,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,12.0,Weekday,holiday
445,2011-01-20,1,0,1,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,13.0,Weekday,holiday
446,2011-01-20,1,0,1,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,14.0,Weekday,holiday
447,2011-01-20,1,0,1,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,15.0,Weekday,holiday
448,2011-01-20,1,0,1,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,16.0,Weekday,holiday
449,2011-01-20,1,0,1,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,17.0,Weekday,holiday
450,2011-01-20,1,0,1,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,18.0,Weekday,holiday
451,2011-01-20,1,0,1,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,19.0,Weekday,holiday
452,2011-01-20,1,0,1,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,20.0,Weekday,holiday
453,2011-01-20,1,0,1,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,21.0,Weekday,holiday
454,2011-01-20,1,0,1,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,22.0,Weekday,holiday
455,2011-01-20,1,0,1,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,23.0,Weekday,holiday
456,2011-01-21,1,0,1,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,0.0,Weekday,holiday
457,2011-01-21,1,0,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,1.0,Weekday,holiday
458,2011-01-21,1,0,1,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,2.0,Weekday,holiday
459,2011-01-21,1,0,1,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,3.0,Weekday,holiday
460,2011-01-21,1,0,1,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,4.0,Weekday,holiday
461,2011-01-21,1,0,1,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,5.0,Weekday,holiday
462,2011-01-21,1,0,1,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,6.0,Weekday,holiday
463,2011-01-21,1,0,1,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,7.0,Weekday,holiday
464,2011-01-21,1,0,1,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,8.0,Weekday,holiday
465,2011-01-21,1,0,1,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,9.0,Weekday,holiday
